Location,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
        Singapore,0,0,0,0,0,0,0.04067595,0.05545959,0.05545959,0.05545959,0.055462208,0.055462208,0.055462208,0.055462208,0.055462208,0.04363027,0.043260522,0.196705963,0.244403461,0.244403461,0.244403461,0.318722819,0.339058962,0.298016928,0.310588362,0.31280685,0.357472415,0.403653946,0.458117834,0.448134637,0.457737548
        Slovakia,--,--,--,--,--,--,--,0.2203656,0.206066557,0.27408196,0.242222336,0.24585014,0.249967163,0.252955977,0.254779926,0.27198543,0.258594088,0.25002515,0.24253777,0.260325935,0.237072244,0.224347437,0.227890661,0.194978741,0.220733972,0.204453682,0.192471277,0.200962771,0.166326315,0.171046362,0.173885435
        Slovenia,--,--,--,--,--,--,0.02336124,0.028787022,0.02777264,0.03696348,0.0478998,0.033330226,0.034955034,0.035835896,0.03623884,0.037315242,0.0361312,0.036382361,0.039611564,0.040939126,0.039647444,0.040293285,0.038714563,0.036669401,0.038042858,0.032521888,0.031308031,0.030507677,0.027601204,0.029290463,0.031085207
        Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        South Africa,0,0,0,0,0,0,0.046588254,0.066371424,0.072470199,0.07247334,0.068065309,0.064705909,0.053613467,0.051764727,0.061008428,0.077647091,0.085042052,0.084302555,0.115361392,0.145680732,0.155294181,0.146789976,0.152336197,0.13273955,0.148268968,0.169344607,0.173781584,0.181176545,0.175630324,0.181176545,0.184319376
        South Korea,0.0027975,0.08385,0.108446,0.103974,0.119733,0.138632,0.181736429,0.227022478,0.302196529,0.365407483,0.482748493,0.58719031,0.549293042,0.668872951,0.748145026,0.80433889,0.921666303,0.96035392,1.132175945,1.20437439,1.287405782,1.390802169,1.414685633,1.359915211,1.712363037,1.845850384,1.999883736,2.078000839,1.873868314,1.752296378,1.814689881
        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0
        Spain,0.10005,0.1142,0.147447,0.19522,0.21888,0.24624,0.259671195,0.256295434,0.273034956,0.3403926,0.380931604,0.498447917,0.51173342,0.585769905,0.636118606,0.685479547,0.826767128,0.888306059,1.087773124,1.283995272,1.377677985,1.40436267,1.539198589,1.374267686,1.374492624,1.275544498,1.242667981,1.136540301,1.044538937,1.081849763,1.103254125
        Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sweden,0.00792,0.010901,0.012818,0.01881,0.022747,0.023736,0.026985957,0.0298584,0.029367954,0.02968978,0.030735351,0.030909983,0.030071747,0.033897986,0.031214575,0.035055082,0.035373764,0.036887506,0.03549327,0.032664962,0.033063316,0.037046848,0.031350397,0.048877938,0.0619205,0.051596706,0.046258076,0.041773432,0.036149521,0.037876584,0.03602992
        Switzerland,0.057288,0.06132,0.06138,0.067518,0.07196924,0.08072778,0.084924311,0.089053659,0.087797858,0.096798556,0.104738781,0.101129588,0.104125218,0.107878779,0.107265216,0.111632339,0.109575099,0.115819003,0.11950038,0.12267647,0.119319921,0.116179923,0.123867504,0.118922909,0.132916326,0.118007461,0.12937863,0.136345726,0.118440648,0.126671208,0.133168964
        Syria,0.008658,0.021164,0.017316,0.03367,0.099086,0.119288,0.122302908,0.125700211,0.12909078,0.09988446,0.136571581,0.154917017,0.195344923,0.205197101,0.207235483,0.189909238,0.251428674,0.253277414,0.262521116,0.225546311,0.231092531,0.22184883,0.223327822,0.274353053,0.356067372,0.300235417,0.238487492,0.195966467,0.181176545,0.158991662,0.138655692
        Taiwan,0.04188,0.045021,0.025128,0.05235,0.083761589,0.105,0.114661053,0.11124,0.14055,0.1508,0.172321661,0.205684801,0.241067253,0.243283622,0.268088525,0.266917833,0.3172576,0.324281753,0.389450289,0.406230211,0.414815287,0.444472824,0.455399285,0.472179208,0.591589817,0.632954277,0.594945801,0.608564855,0.715331988,0.769769177,0.802704373
        Tajikistan,--,--,--,--,--,--,0.0702537,0.05176368,0.0591555,0.0298395,0.04540839,0.042151278,0.041411782,0.043260522,0.046218506,0.048067247,0.044000018,0.049915987,0.051358004,0.052873971,0.047179851,0.024403371,0.015899166,0.008393281,0.008356306,0.007357986,0.007505885,0.007801684,0.008282356,0.000739496,0.000702356
        Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043974,0.0150768,0.0186366,0.019596647,0.0207306,0.024329422,0.028840348,0.018487403,0.021445387,0.024033623,0.020336143,0.040672286,0.05556429
        Thailand,0.112,0.132,0.193,0.182,0.208,0.236,0.249,0.31041885,0.34184,0.36763,0.418518418,0.525476959,0.555494356,0.614149039,0.688329962,0.818060321,0.903282126,0.995404482,1.031287347,1.123409703,1.148941742,1.221397527,1.287297789,1.351472913,1.552969003,1.593337226,1.751359844,1.799663701,1.818122675,1.83371792,1.79307402
        The Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Timor-Leste,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Trinidad and Tobago,0.15884,0.149435,0.16093,0.16929,0.184965,0.210045,0.202972963,0.22781,0.2609156,0.2801018,0.31626878,0.343208828,0.343208828,0.35206583,0.370148875,0.414802927,0.442112017,0.532527245,0.493039778,0.558360168,0.745095293,0.747309544,0.8096776,0.773511508,0.860605361,0.873521822,0.841046148,0.925556709,0.910499806,0.879685081,0.774675742
        Tunisia,0.048204,0.05562,0.048204,0.06798,0.066744,0.019620882,0.03686815,0.06054471,0.07870698,0.06579108,0.076289935,0.103738166,0.118673232,0.121095135,0.124324339,0.154598122,0.155001773,0.148947016,0.149350667,0.173569694,0.153387171,0.114233077,0.166827001,0.116817076,0.125215689,0.126360955,0.143158181,0.156901367,0.173736769,0.173507716,0.183280564
        Turkey,0.016464,0.026754,0.044204,0.117192,0.125901648,0.153819285,0.168231902,0.186964673,0.197710604,0.255179551,0.308062209,0.367544394,0.389306027,0.461893078,0.547997334,0.589526291,0.64969175,0.781667331,0.825070101,1.004451302,1.145276751,1.329976002,1.330353484,1.274808639,1.384222218,1.622011589,1.642886187,1.666817742,1.768747796,1.744644678,1.684133298
        Turkmenistan,--,--,--,--,--,--,0.14789922,0.15159513,0.15529104,0.17747697,0.17747697,0.170084103,0.162689142,0.207058908,0.273613557,0.354958128,0.425210258,0.580504439,0.612672519,0.658151529,0.46070607,0.428907738,0.303193401,0.657412033,0.791630575,0.950622237,1.118487851,1.136235758,1.146218955,1.473889677,1.473889677
        Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ukraine,--,--,--,--,--,--,3.61885725,4.0059882,3.44310345,3.10957953,3.07260996,2.965379361,2.728740609,2.88403479,2.909917154,2.739833051,2.909917154,3.165043308,2.669580921,2.673278402,2.739833051,2.897433301,2.847745096,1.556391379,1.889098232,2.276786302,1.85843563,1.705827508,1.413299237,1.169584418,1.133836995
        United Arab Emirates,0.451257,0.60726,0.650187,0.734994,0.694165051,0.82713,0.944394,0.835035897,0.80124816,0.91660662,1.003865956,1.072269345,1.123664324,1.145109711,1.162118121,1.200941666,1.347361894,1.400605613,1.486756909,1.525210706,1.593244347,1.818051162,2.197782409,2.165947102,2.238454695,2.507372451,2.415194263,2.465849745,2.452095118,2.745044009,2.761756479
        United Kingdom,2.08666,2.147607,2.037076,2.015383,2.083708,2.244616,2.198282364,2.506449988,2.65165019,2.83482786,3.354075321,3.196873424,3.259072321,3.49350671,3.602672438,3.564956018,3.60908423,3.580114629,3.745756105,3.605312588,3.431439892,3.454898234,3.567009939,3.33685714,3.739887498,3.104012094,2.935256495,2.898614074,2.647296019,2.706880059,3.047646949
        United States,16.59136414,17.63980088,18.44839265,19.60160567,19.60326685,20.0329575,20.71363202,21.2289997,21.72806683,22.67113874,23.08464704,23.22271633,22.83022619,22.90922744,23.82397678,22.77255777,23.51008092,22.83064221,22.92306137,22.565364,22.23873772,23.66275901,23.84295333,23.41593999,24.57475399,24.95453854,26.08858161,26.80513443,27.38283255,28.19109483,28.40035185
        Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000739496,0.001478992,0.001478992,0.000739496,0.002218488,0.004436977,0.003327732,0.004436977,0.003327732,0.002588236,0.001478992,0.002957984,0.002957984,0.002218488,0.002218488,0.002045737,0.002082106,0.002354871
        Uzbekistan,--,--,--,--,--,--,1.11119155,1.56392215,1.2473944,1.37196351,1.45816443,1.479712626,1.433022665,1.447388807,1.537177194,1.623374046,1.670064008,1.6981139,1.802950821,1.731120111,1.799000132,1.813330359,1.889147673,1.659576724,1.641690877,1.843176019,1.835633794,1.666831626,1.845690093,1.729324343,1.490848412
        Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Venezuela,0.802734,0.782487,0.781296,0.915879,0.90620808,0.94503468,0.909256647,0.970665,1.04350656,1.06025202,1.144036488,1.183573043,1.322371588,1.126371219,1.144036488,1.333727832,1.194929288,1.026268026,1.144036488,0.986058508,1.09356429,0.876071177,0.86747766,0.788722385,0.812814913,0.878265439,0.943024991,0.907478254,0.910434084,1.017381395,0.946326912
        Vietnam,0.0014364,0.0014364,0.0011286,0.0011286,0.00144666,0.00253422,0.007608816,0.009146585,0.00914788,0.02597252,0.030366662,0.008414858,0.025610438,0.03658634,0.042074291,0.047562242,0.082685128,0.098783118,0.10975902,0.14634536,0.208542138,0.215859406,0.255372653,0.259397151,0.300373851,0.282080681,0.304398349,0.313910797,0.328911197,0.332203967,0.329350257
        Wake Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013794039,0.036400936,0.025289072,0.018008884,0.039083111,0.019158388,0.031036588,0.018698691
        Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
total energy consumption from petroleum and other liquids (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    World,127.1675459,129.5204236,133.7162963,135.3252591,136.4770281,136.8359618,137.7369113,136.5076576,139.231635,142.0298251,146.48754,148.5280433,150.2898447,153.5495884,156.9307587,158.0950546,159.3638073,162.7674717,169.5971864,171.6997389,173.9564899,176.5766055,175.8895187,173.0290745,178.6323587,179.8650407,182.9150311,184.794458,187.5378001,191.1859397,191.6527813
        Afghanistan,0.028329758,0.028675112,0.027374636,0.027698618,0.028118186,0.026408512,0.014683914,0.014644024,0.013614067,0.013194499,0.012185452,0.011497729,0.011093382,0.011093398,0.008129111,0.008037032,0.006836039,0.009580643,0.008965576,0.013311272,0.017167204,0.018241911,0.041541548,0.072306945,0.085493838,0.110801523,0.098345426,0.069950161,0.05528505,0.0692211,0.050846665
        Albania,0.082449887,0.072966858,0.068141514,0.058063178,0.043014162,0.03854419,0.043791663,0.035639668,0.027742255,0.031145343,0.024568785,0.025573471,0.031009561,0.01910171,0.045761196,0.048300987,0.055914566,0.056532534,0.063251986,0.06309585,0.058567703,0.057138346,0.05647564,0.054445616,0.052663621,0.0521623,0.046020699,0.054955503,0.056805568,0.053080053,0.05483
        Algeria,0.318808593,0.324214207,0.335391347,0.357827385,0.379428085,0.407682005,0.41277114,0.40205261,0.397562745,0.399022928,0.388604746,0.384324268,0.400556475,0.378129342,0.4381881,0.444134049,0.483595725,0.491823407,0.513405022,0.518027203,0.528632034,0.544120936,0.625478194,0.691802262,0.685783048,0.688148656,0.73594742,0.790232024,0.824079844,0.859255,0.838878
        American Samoa,0.006716584,0.006973009,0.006778814,0.007806191,0.008210538,0.008210538,0.008445519,0.008216196,0.008003583,0.007790971,0.007811607,0.008003583,0.008003583,0.008003594,0.007837103,0.007837103,0.007967312,0.007967312,0.007967312,0.008463481,0.008606956,0.008606956,0.008630536,0.008606956,0.008606956,0.004911509,0.004924966,0.004911509,0.004911509,0.004908811,0.004908869
        Angola,0.051300896,0.051506939,0.051835409,0.052320305,0.052247925,0.055039372,0.05498806,0.053335041,0.05273896,0.057100637,0.05343439,0.063996363,0.05238564,0.064592882,0.080430224,0.090221248,0.093673197,0.10569338,0.112132162,0.087855878,0.117466215,0.138874002,0.171654636,0.20331696,0.220815085,0.231080612,0.246973165,0.287508463,0.326943194,0.325852707,0.308068
        Antarctica,0.002763963,0.002763963,0.00298473,0.002763963,0.002976575,0.002976575,0.00298473,0.002976575,0.002976575,0.003189188,0.003197925,0.003189188,0.003189188,0.003189188,0.003172179,0.003259088,0.003259088,0.003259088,0.003302542,0.003302542,0.003302542,0.003345996,0.000148409,0.000190919,0.000190919,0.000190919,0.000191441,0.000190919,0.000190919,0.00018941,0.000189246
        Antigua and Barbuda,0.004624394,0.005755917,0.005771311,0.005755917,0.00596853,0.005947652,0.005963571,0.005947652,0.006367219,0.006788429,0.006806652,0.006995384,0.006995384,0.006995404,0.007289302,0.007289302,0.007814668,0.008213775,0.008519161,0.00864945,0.008914564,0.009342398,0.009556925,0.010013005,0.009679626,0.009649499,0.009916654,0.009916654,0.010139449,0.01033443,0.010489332
        Argentina,0.94287238,0.992813505,0.978284328,0.885250195,0.841722485,0.860379825,0.90126585,0.972360365,0.9218148,0.907088145,0.969358686,0.978994605,1.02596536,1.008139125,1.137513921,1.069136397,0.961266194,1.017968477,1.130898902,1.155202805,1.258303069,1.29320957,1.422393445,1.355714833,1.48022617,1.473905185,1.561940027,1.56905934,1.576160671,1.634033684,1.595071
        Armenia,--,--,--,--,--,--,0.092761236,0.052314465,0.03809048,0.052220397,0.060696298,0.063133457,0.067990695,0.009666498,0.015144154,0.014825452,0.014099655,0.01468813,0.0153704,0.017728439,0.016701467,0.018180113,0.019402329,0.016953905,0.018088891,0.017117174,0.017722238,0.015759131,0.015696952,0.016651356,0.013772
        Aruba,0.001453868,0.001453868,0.005570153,0.0074045,0.007820675,0.008531306,0.009371014,0.009521171,0.010446587,0.01182344,0.007792578,0.01260235,0.01260235,0.012602367,0.015072691,0.015595912,0.01612162,0.017952978,0.018721994,0.020217968,0.02017945,0.020794461,0.019534151,0.019182118,0.017246666,0.013441446,0.016927945,0.016187071,0.016386298,0.016791,0.016521
        Australia,1.295406942,1.326613993,1.396856238,1.450944062,1.475459824,1.442688668,1.460019119,1.516703836,1.570986003,1.615144649,1.665311363,1.694436243,1.701952656,1.748654111,1.748792672,1.742021373,1.787929272,1.857243478,1.898587413,1.927918573,1.952886288,1.989092959,2.013752253,2.015348148,2.105006962,2.217825988,2.284818595,2.308754931,2.283645693,2.273404008,2.269104569
        Austria,0.431790733,0.437767514,0.426477608,0.425921832,0.452160741,0.486106385,0.476992823,0.4896611,0.485557985,0.485569282,0.532121476,0.531847094,0.556371032,0.527363962,0.524199033,0.559156316,0.570234754,0.602572835,0.617948872,0.621069852,0.629196218,0.609069211,0.594047802,0.565254697,0.581041437,0.549714266,0.541558784,0.550363122,0.536045252,0.539208686,0.549273798
        Azerbaijan,--,--,--,--,--,--,0.427240218,0.412263485,0.39206986,0.37790786,0.282917268,0.277796025,0.32035977,0.32395064,0.280745584,0.183003453,0.177103105,0.200837241,0.228864562,0.232917648,0.213643019,0.19000992,0.191796931,0.161256961,0.168397411,0.187648402,0.197709154,0.202940083,0.201464708,0.199667388,0.197653
        Bahrain,0.032527772,0.038620139,0.038399512,0.039368243,0.04159394,0.042839941,0.043892147,0.042558927,0.043132233,0.043633013,0.041361367,0.040249025,0.045069215,0.049772568,0.064866232,0.066017033,0.071778308,0.084746516,0.095743757,0.115836241,0.127181623,0.125101272,0.128957405,0.119311334,0.114930853,0.114448637,0.118627745,0.114115104,0.115452356,0.12157146,0.1263442
        Bangladesh,0.072970216,0.070795729,0.075861406,0.080286897,0.075791885,0.081498843,0.080200409,0.085545817,0.096632181,0.108213704,0.111350266,0.119036501,0.121339067,0.140240665,0.144272588,0.172082584,0.171632222,0.179175847,0.161330013,0.165159382,0.166072838,0.160308533,0.15933564,0.14661582,0.171239347,0.219726807,0.229548159,0.222972384,0.238612049,0.240133227,0.2401794
        Barbados,0.017740095,0.016871076,0.015338372,0.016672799,0.017515094,0.017761377,0.018276394,0.017803027,0.016831466,0.01749576,0.015605157,0.019200533,0.019748918,0.020369796,0.022365196,0.022597966,0.022868939,0.02312424,0.023267597,0.023591085,0.023627906,0.022794177,0.027069212,0.025500876,0.024542044,0.025764828,0.024089506,0.024345011,0.021297151,0.022528,0.022835
        Belarus,--,--,--,--,--,--,0.791597976,0.619900305,0.512591765,0.48753415,0.438730788,0.39436133,0.36032435,0.333023167,0.335808246,0.325571227,0.335085457,0.343002014,0.339713962,0.315656314,0.363340933,0.337774414,0.343541828,0.384208344,0.314808059,0.365026396,0.372417907,0.334217966,0.350313412,0.288218658,0.284028
        Belgium,0.959582872,0.964330176,0.994904064,0.975299885,0.985481234,1.05317848,1.069960039,1.053291751,1.163616095,1.15980597,1.251783808,1.281523314,1.305179365,1.265423194,1.298991625,1.31344309,1.319759316,1.388756151,1.417565484,1.411576402,1.385216672,1.3919885,1.490264701,1.310612122,1.378589425,1.282890475,1.25007544,1.285690118,1.260386378,1.291989259,1.322086274
        Belize,0.003706413,0.002958679,0.002170795,0.003299884,0.004474302,0.005122906,0.00423037,0.004219679,0.004007066,0.004640998,0.00384811,0.006438024,0.006343403,0.006535154,0.007110946,0.007421169,0.007081943,0.007177939,0.006670774,0.007183963,0.007553798,0.006936074,0.006309599,0.006993087,0.007650772,0.006182629,0.006765303,0.007384702,0.007168964,0.0083198,0.008231122
        Benin,0.006938075,0.005365737,0.006788055,0.006961391,0.008079239,0.009503914,0.010517156,0.011638828,0.012208374,0.013197488,0.014417728,0.01567363,0.017020826,0.007750556,0.02214085,0.025205827,0.029033862,0.033669875,0.035411035,0.033063201,0.045915429,0.054539607,0.055582493,0.061325609,0.070291623,0.065210943,0.061440526,0.062745586,0.066091262,0.07305374,0.092433
        Bermuda,0.006898958,0.009947155,0.010856062,0.013118413,0.009310567,0.008157057,0.006372845,0.007404973,0.007136151,0.007319365,0.007552188,0.007531977,0.007531977,0.007531992,0.00823178,0.008349479,0.008786658,0.008766686,0.009077513,0.009558814,0.010795871,0.012539087,0.011995108,0.009438427,0.011113202,0.00718221,0.007767438,0.007802241,0.010104616,0.008497225,0.01081503
        Bhutan,0.000401478,0.000477224,0.000477207,0.000477224,0.001071284,0.001071284,0.001074007,0.001071284,0.001222029,0.001626376,0.001630619,0.001720512,0.001877083,0.001877116,0.002183855,0.002367255,0.002469352,0.002729652,0.002864525,0.003066343,0.0031726,0.00329626,0.003202624,0.003570766,0.004526029,0.005330612,0.006054345,0.00638686,0.005985097,0.006696,0.006905
        Bolivia,0.04199774,0.040904747,0.04462444,0.047826753,0.049005776,0.050053071,0.051696475,0.052169388,0.05875781,0.065182065,0.067089447,0.070124713,0.078231363,0.089769268,0.081698776,0.074640936,0.078415944,0.083471554,0.092698041,0.091748142,0.098376407,0.108325607,0.10074306,0.099060392,0.107960587,0.126256524,0.141731406,0.13700165,0.148530879,0.179030947,0.1788682
        Bosnia and Herzegovina,--,--,--,--,--,--,0.073091225,0.047452884,0.041156232,0.040305965,0.038834247,0.038957618,0.043804015,0.044844375,0.048523225,0.047919656,0.046263016,0.043453503,0.050856163,0.048002055,0.051898122,0.05526985,0.063519495,0.070645808,0.071583654,0.073179856,0.066107181,0.061869314,0.063016853,0.064332658,0.074407
        Botswana,0.007122555,0.008547459,0.009599621,0.011660473,0.012558044,0.014516087,0.016671483,0.016283453,0.016283453,0.016283453,0.016328065,0.018667382,0.018711785,0.018711805,0.024742596,0.02711262,0.027828742,0.029765872,0.028185707,0.029107019,0.03144583,0.034194359,0.038118644,0.035292094,0.037194388,0.038571607,0.03955327,0.04150615,0.043050315,0.047425,0.044297
        Brazil,2.522126275,2.571449455,2.652796914,2.67365785,3.38855342,3.11331057,3.190327206,3.310666435,3.507212365,3.755538655,4.012347102,4.27541071,4.424202595,4.51341991,4.485033018,4.445431331,4.417579196,4.297271449,4.459103405,4.550029283,4.620906694,4.930463371,5.269750217,5.276100601,5.698197494,5.858226587,6.099145499,6.371987731,6.648106148,6.497555,6.051311
        British Virgin Islands,0.000256425,0.000660772,0.000662478,0.000660772,0.000660772,0.000660772,0.000662478,0.000660772,0.000660772,0.000660772,0.000854738,0.000852506,0.000852506,0.000852523,0.001492735,0.001527765,0.001616028,0.001726392,0.001814655,0.0018668,0.002033656,0.002108205,0.002265235,0.002374254,0.002435842,0.00249301,0.002484319,0.002484319,0.00252418,0.00253287,0.002566914
        Brunei,0.010927415,0.012234942,0.012269743,0.013678975,0.014282507,0.02142352,0.014411777,0.019077096,0.021533871,0.022379393,0.025875285,0.025803223,0.024801351,0.027352209,0.026423497,0.026370254,0.027331404,0.028190535,0.028388,0.028394265,0.030139836,0.030970793,0.034487647,0.033961641,0.035252375,0.037346536,0.035759201,0.035233359,0.033555771,0.038745025,0.033914
        Bulgaria,0.62026056,0.598940545,0.6046686,0.505645085,0.41014466,0.259538725,0.276069042,0.248511345,0.269698135,0.276807605,0.24819741,0.22487358,0.216662552,0.20381089,0.184474286,0.193018044,0.195689749,0.205829023,0.210741167,0.223628999,0.225658843,0.216528538,0.214261684,0.204434101,0.179205507,0.169026298,0.174010923,0.162174283,0.178371523,0.195558794,0.193727
        Burkina Faso,0.006886218,0.007191413,0.007541693,0.006759017,0.006863448,0.007913087,0.007933335,0.008547808,0.009329966,0.009329966,0.009776109,0.016118309,0.014738974,0.014738976,0.013543204,0.015376119,0.015892632,0.017515099,0.015530487,0.016487431,0.016391751,0.023502656,0.025530302,0.023894534,0.025511826,0.029349834,0.0348624,0.042193525,0.039385885,0.050896672,0.041377965
        Burma,0.036258279,0.033980807,0.034963577,0.034849762,0.031626046,0.032969757,0.034786618,0.034409098,0.03943606,0.038086886,0.040667852,0.051768583,0.061387351,0.076573051,0.081556058,0.065424407,0.065619535,0.075511138,0.076937511,0.075160208,0.076464892,0.07504824,0.058947065,0.048462614,0.055203462,0.051301031,0.093143064,0.123882101,0.189277181,0.149112985,0.178501955
        Burundi,0.002077395,0.002214186,0.003539448,0.004047047,0.004260724,0.004894546,0.004501233,0.005105334,0.005317946,0.005105334,0.005349072,0.005334809,0.005547422,0.00554743,0.004535981,0.003503499,0.003140584,0.002490835,0.003127034,0.002488443,0.003096402,0.005264768,0.003037096,0.002948637,0.003326645,0.003947014,0.003509392,0.004124998,0.003374483,0.005380809,0.006478633
        Cabo Verde,0.000656591,0.000697174,0.000962817,0.001173256,0.001173256,0.001173256,0.001389207,0.001385869,0.001621436,0.001577146,0.001776453,0.001772181,0.001772181,0.001772203,0.004580373,0.005127608,0.005578808,0.005555068,0.006069799,0.009500648,0.010089382,0.011252743,0.011415082,0.010800055,0.011597074,0.013604306,0.01174821,0.011435103,0.012331241,0.012237048,0.01284193
        Cambodia,0.005885443,0.005885443,0.006339193,0.006321873,0.006321873,0.00672622,0.006744648,0.00672622,0.00672622,0.020429598,0.022484515,0.026838341,0.031540161,0.032544824,0.030092389,0.032063444,0.03199497,0.034595933,0.035768513,0.040429957,0.04367855,0.05074542,0.050409183,0.061515816,0.06916634,0.070038992,0.073756188,0.073660415,0.076520885,0.086518368,0.096228
        Cameroon,0.045834128,0.042307296,0.040663844,0.049879112,0.050575714,0.050851946,0.05163173,0.04261886,0.046947505,0.048087144,0.046513513,0.048429332,0.04823924,0.04435053,0.046368762,0.045338492,0.047640121,0.049993644,0.050110114,0.04854106,0.05835344,0.06420791,0.06211666,0.072238924,0.079011967,0.08687978,0.080417324,0.062736655,0.086654712,0.082768412,0.0777204
        Canada,3.048982856,3.184137221,3.33580465,3.482987514,3.502759833,3.36491653,3.454958755,3.489711223,3.546261517,3.638722309,3.759807117,3.930307588,3.933383333,4.096862744,4.098324605,4.120243006,4.155398319,4.385637081,4.554715478,4.738833246,4.722278876,4.903953077,4.733183216,4.603453818,4.834652359,4.886744919,4.988900709,4.93937582,4.885880435,5.005209262,5.061720987
        Cayman Islands,0.001519515,0.001604863,0.003908296,0.0038981,0.004143399,0.00410115,0.004159819,0.003942102,0.004547746,0.004872268,0.004885616,0.004873146,0.004873146,0.004873167,0.007106775,0.007196546,0.007459981,0.007556409,0.007142248,0.007352567,0.007457443,0.008912809,0.009152626,0.008493058,0.008532452,0.008982827,0.008299163,0.008192369,0.008330495,0.008811742,0.008674789
        Central African Republic,0.003490568,0.003206885,0.003215371,0.003206885,0.003440499,0.003653112,0.0034704,0.003860067,0.004067022,0.004066563,0.004290899,0.004279634,0.004279634,0.004279649,0.004627619,0.004805653,0.004805653,0.004544096,0.004522369,0.004625022,0.004855786,0.004948923,0.005037715,0.005037715,0.005209695,0.005442808,0.005671643,0.005632317,0.005693966,0.005752768,0.005794035
        Chad,0.003905135,0.003468522,0.002107094,0.002310553,0.004842245,0.004734707,0.004747679,0.002278184,0.002490797,0.002490797,0.002497621,0.002697752,0.002697752,0.002697752,0.003521715,0.003380168,0.003336714,0.003298285,0.003474965,0.003740063,0.003796554,0.003831318,0.003855882,0.004073154,0.004416996,0.004647304,0.004660037,0.00469945,0.00469945,0.004808796,0.004870501
        Chile,0.209375347,0.218216686,0.242151821,0.273415196,0.295262199,0.310241683,0.335589709,0.363639954,0.397469264,0.431152551,0.470938105,0.496350428,0.515177423,0.527413141,0.483083899,0.46953007,0.482816132,0.50228211,0.534986649,0.554028094,0.567220834,0.718218948,0.757142159,0.704651411,0.650950271,0.672539107,0.672740499,0.684490521,0.676517804,0.668712094,0.710714602
